Type,Additional_Tag,Series,PLN,Image_URL,ID,Make,Model,BodyStyle,Powertrain,EngineConfig,Displacement_L,Battery_kWh,Power_hp,Torque_Nm,Transmission,Gears,DriveType,Accel_0_100_kmh_s,TopSpeed_kmh,Length_mm,Width_mm,Height_mm,Wheelbase_mm,CurbWeight_kg,Seats,FuelTank_L_or_Battery_kWh,Cargo_L,WheelSize_in,TireSize,FrontSuspension,RearSuspension,FrontBrakes,RearBrakes,Model_Family,Body_Type,Variant,Segment,Data_Completeness
SUV,,X6,Od 596 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObQi10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFdsd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTOWK8mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9Td4O2B3i3e9Ijedw9C2BDMzti08eqhk7wDvMLoACt%25whJHFl7f6ou%25KXC1aHSfWQvrE%25V1Pa2MsfNEbnjNX10s9ODwZE4riIqtdscZwBEv5rxRtesOwZ857MrIxRUgChZE35GvloRsUgp2XH5JKv6jQ%25gEy2YDafvdVjmqn12xBDyLOEjh9qTJIsDofL3uBrqMcJdSeZL33uzVMRJpuSkNh5E24VA0ogsPoNF4Hvrbp0Kc%252Z9y4WxfjRNIcP81D6JAxbUEqY3P89GsLm70UiprJyCeGw6ZuTlhptYRS3Hb67m5Vd3vYCygNzBomlTv0kPeyX324BVwTQdjceN33azDxM77dnkq8hrzzOALUozZkIFJGHS2ABKup%25YJFeWS6fmlKMPVYP15WhbNmbMv,SUV-X6,BMW,X6,SUV,Petrol,Inline-6,3.0,,375,520,Automatic,8,AWD,5.4,250,4948,2004,1696,2975,2245,5,83.0,580,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X6,SUV,Base,SUV,Partial
SUV,,X6,Od 596 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObQi10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFdsd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTOWK8mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9Td4O2B3i3e9Ijedw9C2BDMzti08eqhk7wDvMLoACt%25whJHFl7f6ou%25KXC1aHSfWQvrE%25V1Pa2MsfNEbnjNX10s9ODwZE4riIqtdscZwBEv5rxRtesOwZ857MrIxRUgChZE35GvloRsUgp2XH5JKv6jQ%25gEy2YDafvdVjmqn12xBDyLOEjh9qTJIsDofL3uBrqMcJdSeZL33uzVMRJpuSkNh5E24VA0ogsPoNF4Hvrbp0Kc%252Z9y4WxfjRNIcP81D6JAxbUEqY3P89GsLm70UiprJyCeGw6ZuTlhptYRS3Hb67m5Vd3vYCygNzBomlTv0kPeyX324BVwTQdjceN33azDxM77dnkq8hrzzOALUozZkIFJGHS2ABKup%25YJFeWS6fmlKMPVYP15WhbNmbMv,SUV-X6,BMW,X6,SUV,Diesel,Inline-6,3.0,,298,670,Automatic,8,AWD,6.1,233,4948,2004,1696,2975,2265,5,80.0,580,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X6,SUV,Base,SUV,Partial
SUV,,X5,Od 430 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXA9bQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvNIl10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIkfmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyJmnvIT9PS4O2B3ibvRIjedw9hbBDMztioCeqhk7wHeMLoACRO%25hJHFl5Ixou%25KXg0KHSfWQv48%25V1Pa2oDfNEbnjQp10s9Of5bE4riI1aYscZwBEnirxRtesOcZ857Mr1TRUgChZE85GvloRLFgp2XH51zv6jQ%25gEy2YDafv3Ljmqn12vaDyLOEjk0qTJIsDoiL3uBrqH1JdSeZLhuuzVMRJ4sSkNh5ucRVA0ogSkhNF4HvrFP0Kc%252Zq84WxfjRiWcP81D50BxbUEqYeF89GsLmCNUiprJymRGw6ZuTneptYRS3FO67m5VdKtYCygNO4W,SUV-X5,BMW,X5,SUV,Diesel,Inline-6,3.0,,298,670,Automatic,8,AWD,6.1,233,4935,2004,1765,2975,2245,5,80.0,650,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X5,Od 430 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXA9bQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvNIl10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIkfmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyJmnvIT9PS4O2B3ibvRIjedw9hbBDMztioCeqhk7wHeMLoACRO%25hJHFl5Ixou%25KXg0KHSfWQv48%25V1Pa2oDfNEbnjQp10s9Of5bE4riI1aYscZwBEnirxRtesOcZ857Mr1TRUgChZE85GvloRLFgp2XH51zv6jQ%25gEy2YDafv3Ljmqn12vaDyLOEjk0qTJIsDoiL3uBrqH1JdSeZLhuuzVMRJ4sSkNh5ucRVA0ogSkhNF4HvrFP0Kc%252Zq84WxfjRiWcP81D50BxbUEqYeF89GsLmCNUiprJymRGw6ZuTneptYRS3FO67m5VdKtYCygNO4W,SUV-X5,BMW,X5,SUV,Plug-in Hybrid,Inline-6,3.0,25.7,483,700,Automatic,8,AWD,4.8,250,4935,2004,1765,2975,2445,5,69.0,500,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X5,Od 430 000 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXA9bQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvNIl10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIkfmlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyJmnvIT9PS4O2B3ibvRIjedw9hbBDMztioCeqhk7wHeMLoACRO%25hJHFl5Ixou%25KXg0KHSfWQv48%25V1Pa2oDfNEbnjQp10s9Of5bE4riI1aYscZwBEnirxRtesOcZ857Mr1TRUgChZE85GvloRLFgp2XH51zv6jQ%25gEy2YDafv3Ljmqn12vaDyLOEjk0qTJIsDoiL3uBrqH1JdSeZLhuuzVMRJ4sSkNh5ucRVA0ogSkhNF4HvrFP0Kc%252Zq84WxfjRiWcP81D50BxbUEqYeF89GsLmCNUiprJymRGw6ZuTneptYRS3FO67m5VdKtYCygNO4W,SUV-X5,BMW,X5,SUV,Petrol,Inline-6,3.0,,375,520,Automatic,8,AWD,5.3,250,4935,2004,1765,2975,2230,5,83.0,650,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X5,Od 562 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFdVw10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIC6mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9Td4O2B3i3e9Ijedw9NxBDMztijgeqhk7wDiMLoACt%25whJHFl7fQou%25KXgs1HSfWQveE%25V1Pa2VlfNEbnjHq10s9ODwZE4riIqtiscZwBL7zrxRtes2wZ857MrITRUgChZB75GvloReUgp2XH5rcv6jQ%25gZk2YDafvR6jmqn12VbDyLOEjZKqTJIsDRzL3uBrqFcJdSeZLpouzVMRJf7SkNh5u1rVA0ogS%25GNF4HvV8g0Kc%252NFH4Wxfj0KKcP81D43cxbUEqgup89GsLv7sUiprJ2C3Gw6Zuj8optYRS30b67m5VdQ8YCygNzaHmlTv0knfyX324AEtTQdjcFBp3azDxKFLdnkq8WHEzOALUPt%25kIFJGb7OABKup%258QFeWS6fUKKMPVY1nnWhbNmEW2Po90yscJbHi4Trd09%25wc3ZzOiftxdtRDw178z7fL,SUV-X5,BMW,X5,SUV,Diesel,Inline-6,3.0,,298,670,Automatic,8,AWD,6.1,233,4935,2004,1765,2975,2245,5,80.0,650,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X5,Od 562 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFdVw10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIC6mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9Td4O2B3i3e9Ijedw9NxBDMztijgeqhk7wDiMLoACt%25whJHFl7fQou%25KXgs1HSfWQveE%25V1Pa2VlfNEbnjHq10s9ODwZE4riIqtiscZwBL7zrxRtes2wZ857MrITRUgChZB75GvloReUgp2XH5rcv6jQ%25gZk2YDafvR6jmqn12VbDyLOEjZKqTJIsDRzL3uBrqFcJdSeZLpouzVMRJf7SkNh5u1rVA0ogS%25GNF4HvV8g0Kc%252NFH4Wxfj0KKcP81D43cxbUEqgup89GsLv7sUiprJ2C3Gw6Zuj8optYRS30b67m5VdQ8YCygNzaHmlTv0knfyX324AEtTQdjcFBp3azDxKFLdnkq8WHEzOALUPt%25kIFJGb7OABKup%258QFeWS6fUKKMPVY1nnWhbNmEW2Po90yscJbHi4Trd09%25wc3ZzOiftxdtRDw178z7fL,SUV-X5,BMW,X5,SUV,Plug-in Hybrid,Inline-6,3.0,25.7,483,700,Automatic,8,AWD,4.8,250,4935,2004,1765,2975,2445,5,69.0,500,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X5,Od 562 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbQN10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00vkayXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfFdVw10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIC6mlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9Td4O2B3i3e9Ijedw9NxBDMztijgeqhk7wDiMLoACt%25whJHFl7fQou%25KXgs1HSfWQveE%25V1Pa2VlfNEbnjHq10s9ODwZE4riIqtiscZwBL7zrxRtes2wZ857MrITRUgChZB75GvloReUgp2XH5rcv6jQ%25gZk2YDafvR6jmqn12VbDyLOEjZKqTJIsDRzL3uBrqFcJdSeZLpouzVMRJf7SkNh5u1rVA0ogS%25GNF4HvV8g0Kc%252NFH4Wxfj0KKcP81D43cxbUEqgup89GsLv7sUiprJ2C3Gw6Zuj8optYRS30b67m5VdQ8YCygNzaHmlTv0knfyX324AEtTQdjcFBp3azDxKFLdnkq8WHEzOALUPt%25kIFJGb7OABKup%258QFeWS6fUKKMPVY1nnWhbNmEW2Po90yscJbHi4Trd09%25wc3ZzOiftxdtRDw178z7fL,SUV-X5,BMW,X5,SUV,Petrol,Inline-6,3.0,,375,520,Automatic,8,AWD,5.3,250,4935,2004,1765,2975,2230,5,83.0,650,20,275/45R20,Double Wishbone,Multi-link,Vented Disc,Vented Disc,X5,SUV,Base,SUV,Partial
SUV,,X4,,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAdbHG10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifGzqIbVBnvzBLlFSrWwmfRtKV04uzHVPRdgSht9QZp2YI3w9cEiNHC8%25HrxlrjFhnOqIbqcau7L3hGtUD5GknXIIjAxpXNCpLIDZHPoxiCjtrb4gwTZlL9%25UBFM9YLNoKGtXABNIqab9FSrW1vNyXq2FgXAXHXbMv6jQ%25Q9Z2YDafagbjmqn1nJADyLOEfyGqTJIs1WiL3uBrET2JdSeZsNEuzVMRpzeSkNh5uqiVA0ogSLkNF4HvVF30Kc%252NKJ4Wxfj0yucP81D4QlxbUEqcaF89GsLxlAUiprJ8m4Gw6ZuUAGptYRSDtb67m5VqztYCygNLc3mlTv0JnvyX324uY%25TQdjcSm43azDxKGCdnkq8WemzOALUPMrkIFJGbhRABKup9gaFeWS6ilbKMPVYwX0WhbNmtstPo90ys7BbHi4TrYB9%25wc3ZmiiftxdRMMw178z5JttECUkCaP7slGAlWbCrXpFXVclZQ6KQjSXRaYWab8Q5nmPnR0agOybOJynvIT9jlO,SUV-X4,BMW,X4,SUV,Petrol,Inline-4,2.0,,248,350,Automatic,8,AWD,6.4,235,4751,1918,1621,2864,1895,5,65.0,525,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X4,SUV,Base,SUV,Partial
SUV,,X4,,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAdbHG10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifGzqIbVBnvzBLlFSrWwmfRtKV04uzHVPRdgSht9QZp2YI3w9cEiNHC8%25HrxlrjFhnOqIbqcau7L3hGtUD5GknXIIjAxpXNCpLIDZHPoxiCjtrb4gwTZlL9%25UBFM9YLNoKGtXABNIqab9FSrW1vNyXq2FgXAXHXbMv6jQ%25Q9Z2YDafagbjmqn1nJADyLOEfyGqTJIs1WiL3uBrET2JdSeZsNEuzVMRpzeSkNh5uqiVA0ogSLkNF4HvVF30Kc%252NKJ4Wxfj0yucP81D4QlxbUEqcaF89GsLxlAUiprJ8m4Gw6ZuUAGptYRSDtb67m5VqztYCygNLc3mlTv0JnvyX324uY%25TQdjcSm43azDxKGCdnkq8WemzOALUPMrkIFJGbhRABKup9gaFeWS6ilbKMPVYwX0WhbNmtstPo90ys7BbHi4TrYB9%25wc3ZmiiftxdRMMw178z5JttECUkCaP7slGAlWbCrXpFXVclZQ6KQjSXRaYWab8Q5nmPnR0agOybOJynvIT9jlO,SUV-X4,BMW,X4,SUV,Diesel,Inline-4,2.0,,190,400,Automatic,8,AWD,7.9,213,4751,1918,1621,2864,1890,5,65.0,525,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X4,SUV,Base,SUV,Partial
SUV,,X4,,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObHG10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifGzqIbVBnvzBLlFSrWwmfRtKV04uzHVPRdgSht9QZp2YI3w9cEiNHC8%25HrxlrjFhnOqIbqcau7L3hGtUD5GknXIIjAxpXNCpLIDZHPoxiCjtrb4gwTZlL9%25UBFM9YLNoKGtXABNIqab9FSrW1vNyXq2FgXAV2IguEi8shPLE4riIikascZwBwA%25rxRtetEkZ857M7vyRUgCheU05GvloMdFgp2XHhGrv6jQ%25oqh2YDaf4YQjmqn125FDyLOEjgmqTJIsDTpL3uBrq3vJdSeZLU2uzVMRJw9SkNh5utTVA0ogS9yNF4HvV8J0Kc%252Ny04WxfjRWkcP81D5YWxbUEqgup89GsLv7sUiprJ2xBGw6Zuj8JptYRS30b67m5VdQ8YCygNzaHmlTv0knfyX324AEtTQdjcF9k3azDxKiLdnkq8WoWzOALUoPXkIFJGHxXABKup%258FFeWS6faaKMPVY1vWWhbNmbtzPo90y9dkbHi4TiDu9%25wc3wZjiftxdtkVw178z7fLtECUkCvU7slGAZ9C,SUV-X4,BMW,X4,SUV,Petrol,Inline-4,2.0,,248,350,Automatic,8,AWD,6.4,235,4751,1918,1621,2864,1895,5,65.0,525,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X4,SUV,Base,SUV,Partial
SUV,,X4,,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAObHG10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifGzqIbVBnvzBLlFSrWwmfRtKV04uzHVPRdgSht9QZp2YI3w9cEiNHC8%25HrxlrjFhnOqIbqcau7L3hGtUD5GknXIIjAxpXNCpLIDZHPoxiCjtrb4gwTZlL9%25UBFM9YLNoKGtXABNIqab9FSrW1vNyXq2FgXAV2IguEi8shPLE4riIikascZwBwA%25rxRtetEkZ857M7vyRUgCheU05GvloMdFgp2XHhGrv6jQ%25oqh2YDaf4YQjmqn125FDyLOEjgmqTJIsDTpL3uBrq3vJdSeZLU2uzVMRJw9SkNh5utTVA0ogS9yNF4HvV8J0Kc%252Ny04WxfjRWkcP81D5YWxbUEqgup89GsLv7sUiprJ2xBGw6Zuj8JptYRS30b67m5VdQ8YCygNzaHmlTv0knfyX324AEtTQdjcF9k3azDxKiLdnkq8WoWzOALUoPXkIFJGHxXABKup%258FFeWS6faaKMPVY1vWWhbNmbtzPo90y9dkbHi4TiDu9%25wc3wZjiftxdtkVw178z7fLtECUkCvU7slGAZ9C,SUV-X4,BMW,X4,SUV,Diesel,Inline-4,2.0,,190,400,Automatic,8,AWD,7.9,213,4751,1918,1621,2864,1890,5,65.0,525,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X4,SUV,Base,SUV,Partial
SUV,,X3,Od 263 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbDz10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfv2sd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIcomlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3UOIjedwdn8BDMztia0eqhk7wqgMLoACtEqhJHFl7LIou%25KXC17HSfWQlER%25V1Pa2ZsfNEbnjhL10s9ODoZE4riIq49scZwBL1FrxRteJQrZ857MulfRUgChZD25GvloRedgp2XH5Mlv6jQ%25gZp2YDafvYijmqn12mIDyLOEjyBqTJIsDxgL3uBrq8TJdSeZLimuzVMRJW8SkNh5uPUVA0ogSElNF4HvV8N0Kc%252Ny04WxfjRWkcP81D5YWxbUEqgup89GsLv7XUiprJ2ChGw6ZujoeptYRSDUW67m5Vd49YCygNzK7mlTv0knGyX324AOfTQdjcFAq3azDxKo1dnkq8WwHzOALUoPXkIFJGHxXABKup%25QQFeWS6fgKKMPVY1p2WhbNmEipPo90y97kbHi4TizA9%25wc3wqSiftxdtTyw178z75qtECUkCF27slGAlK4CrXpFXsSlZQ6KQD6XRaYWgBwQ5nmPv7aagOyb2V7nvIT9jqhO2B3iDLoIjedwq2XBDMztLjoeqhk7JDUMLoACuqwhJHFlR%25m,SUV-X3,BMW,X3,SUV,Petrol,Inline-4,2.0,,248,350,Automatic,8,AWD,6.3,235,4708,1891,1676,2864,1890,5,65.0,550,19,245/50R19,Double Joint Spring,Multi-link,Vented Disc,Vented Disc,X3,SUV,Base,SUV,Partial
SUV,,X3,Od 263 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbDz10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfv2sd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIcomlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3UOIjedwdn8BDMztia0eqhk7wqgMLoACtEqhJHFl7LIou%25KXC17HSfWQlER%25V1Pa2ZsfNEbnjhL10s9ODoZE4riIq49scZwBL1FrxRteJQrZ857MulfRUgChZD25GvloRedgp2XH5Mlv6jQ%25gZp2YDafvYijmqn12mIDyLOEjyBqTJIsDxgL3uBrq8TJdSeZLimuzVMRJW8SkNh5uPUVA0ogSElNF4HvV8N0Kc%252Ny04WxfjRWkcP81D5YWxbUEqgup89GsLv7XUiprJ2ChGw6ZujoeptYRSDUW67m5Vd49YCygNzK7mlTv0knGyX324AOfTQdjcFAq3azDxKo1dnkq8WwHzOALUoPXkIFJGHxXABKup%25QQFeWS6fgKKMPVY1p2WhbNmEipPo90y97kbHi4TizA9%25wc3wqSiftxdtTyw178z75qtECUkCF27slGAlK4CrXpFXsSlZQ6KQD6XRaYWgBwQ5nmPv7aagOyb2V7nvIT9jqhO2B3iDLoIjedwq2XBDMztLjoeqhk7JDUMLoACuqwhJHFlR%25m,SUV-X3,BMW,X3,SUV,Plug-in Hybrid,Inline-4,2.0,19.7,292,420,Automatic,8,AWD,6.1,210,4708,1891,1676,2864,2065,5,50.0,450,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X3,SUV,Base,SUV,Partial
SUV,,X3,Od 263 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXAsbDz10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfv2sd10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNIcomlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3UOIjedwdn8BDMztia0eqhk7wqgMLoACtEqhJHFl7LIou%25KXC17HSfWQlER%25V1Pa2ZsfNEbnjhL10s9ODoZE4riIq49scZwBL1FrxRteJQrZ857MulfRUgChZD25GvloRedgp2XH5Mlv6jQ%25gZp2YDafvYijmqn12mIDyLOEjyBqTJIsDxgL3uBrq8TJdSeZLimuzVMRJW8SkNh5uPUVA0ogSElNF4HvV8N0Kc%252Ny04WxfjRWkcP81D5YWxbUEqgup89GsLv7XUiprJ2ChGw6ZujoeptYRSDUW67m5Vd49YCygNzK7mlTv0knGyX324AOfTQdjcFAq3azDxKo1dnkq8WwHzOALUoPXkIFJGHxXABKup%25QQFeWS6fgKKMPVY1p2WhbNmEipPo90y97kbHi4TizA9%25wc3wqSiftxdtTyw178z75qtECUkCF27slGAlK4CrXpFXsSlZQ6KQD6XRaYWgBwQ5nmPv7aagOyb2V7nvIT9jqhO2B3iDLoIjedwq2XBDMztLjoeqhk7JDUMLoACuqwhJHFlR%25m,SUV-X3,BMW,X3,SUV,Diesel,Inline-4,2.0,,190,400,Automatic,8,AWD,7.9,213,4708,1891,1676,2864,1885,5,65.0,550,19,245/50R19,Strut,Multi-link,Vented Disc,Vented Disc,X3,SUV,Base,SUV,Partial
SUV,,X3,Od 380 500 zł,https://prod.cosy.bmw.cloud/bmwweb/cosySec?COSY-EU-100-7331cqgv2Z7d%25i02uCaY3MuO2kdGmT35sgXASbDz10tfnZ1oEiyCIbH8aGDmIqQmSTKL6ifG70qbX0x1RCzPhe00JkyyXqcfbYZ9Whc91kUrOpTSXB3GZ5gscCZ6B4Mrt3mFILoub0TmvayRCzjlCO2kOHUtWPfbYfvM1i10tq3D%25eqxWAbbH82LARzL1b%25IC672yzH3OYgMTNI%25omlD9Uwmu1R7Gq3A89RbfKYmUrOpQhRVAfoUMA8ZobMsayjnt61agOybyxKnvIT9T8lO2B3i3UOIjedwdn8BDMztiD5eqhk7w1DMLoACtqOhJHFl7ftou%25KXC1KHSfWQlEm%25V1PaXs5fNEbnjRr10s9ODQFE4riIqHRscZwBLcnrxRteJptZ857MusWRUgChSX25GvloVQKgp2XHNqzv6jQ%25gJq2YDafvoAjmqn12HaDyLOEjgmqTJIsDT7L3uBrq5PJdSeZLgauzVMRJGjSkNh5upzVA0ogSbGNF4HvVy10Kc%252NrQ4Wxfj0G4cP81D4pBxbUEqcdx89GsLv9KUiprJ2T9Gw6ZujNmptYRSDXt67m5VqQ%25YCygNLpfmlTv0kxwyX324APlTQdjcFI63azDxKBEdnkq8WerzOALUPRXkIFJGbPSABKup91ZFeWS6ilEKMPVY1GnWhbNmEOOPo90ysjbbHi4Trmq9%25wc3Z8SiftxdtXKw178z7FWtECUkCu07slGAlzdCrXpFX2ulZQ6KQPqXRaYWab8Q5nmPnR0agOyb257nvIT9jgeO2B3iDvcIjedwq2b,SUV-X3,BMW,X3,SUV,Petrol,Inline-4,2.0,,248,350,Automatic,8,AWD,6.3,235,4708,1891,1676,2864,1890,5,65.0,550,19,245/50R19,Double Joint Spring,Multi-link,Vented Disc,Vented Disc,X3,SUV,Base,SUV,Partial
